f1_wt_adult_rpf,f2_wt_adult_rpf,f2_wt_adult_rna,m1_wt_adult_rpf,m1_wt_adult_rna,f1_wt_fetal_rpf,f1_wt_fetal_rna,m1_wt_fetal_rpf,m1_wt_fetal_rna,gene_id
444.0024679519916,329.87123512048385,115.90178773718777,357.07595297315225,115.25514763299365,710.2332247824096,290.1539670567002,725.2331034771697,304.7267671445069,ENSGALG00010000039
0.4296331448864253,1.1213411464954612,0.10976889343311808,2.3162339736045294,0.24194615337003383,0,0,0,0,ENSGALG00010000040
0,0,0.20687214531626097,0,0,0,0.5642068065375858,0,0.3120481550401808,ENSGALG00010000041
576.2606499218467,629.7464034178093,90.78155215927238,722.9799510915119,109.1849880027735,9.219304738192754,1.240337564941164,5.3529906594544,1.1345360563737306,ENSGALG00010000042
8.082343278646501,8.918577785771094,31.742760171410428,7.511307608788909,23.152050415551635,1.202385949063913,2.961662155638739,0.70977515327485,2.144042578774576,ENSGALG00010000043
204.7569492256818,295.1287897593609,537.6221629578729,162.07332822994533,318.8776705628948,21.61199830649992,31.87069617996205,22.70842379303976,33.2419912690344,ENSGALG00010000044
26.912783053688486,31.43809598555204,34.34624025734655,28.029122953167327,33.30523641704709,31.523023475450064,39.113172403485684,29.25528633517982,35.82460079775963,ENSGALG00010000045
29.789302075344064,30.804715243014023,28.229259149757493,22.532187846167588,19.37150574367918,30.476652677069747,28.07635657543572,26.776615586290415,26.46086773523729,ENSGALG00010000046
6.796224189056549,6.576934714958318,16.462201490065933,4.925784140061475,17.14164043091569,42.66136628524937,65.14296455474629,40.84121827156855,66.30806852165745,ENSGALG00010000047
26.948037721785145,37.931216055870905,16.616596304543933,42.99957039142635,13.790515027051773,6.334993495809032,5.721561120592493,6.096461584378622,5.1393223060340425,ENSGALG00010000048
0.7017341366478279,1.0385652610964349,0.3709431571188128,1.891591078443699,0.5450740926497314,1.424501580048626,0.46087697760081725,1.3454260048283855,0.3481548764279719,ENSGALG00010000049
33.03784803925905,21.83568607247042,8.794331199429957,28.373866176655486,6.922838840952793,36.18441969758554,10.350655282952303,26.699831756402723,8.093511758463084,ENSGALG00010000050
7.670117307546025,13.535292701970192,3.752564496434501,19.630756250127924,3.9058361580860113,5.043729431683798,2.994523980951424,4.67867982056964,2.5576660149546604,ENSGALG00010000051
2.347809379119127,2.269546310544304,5.705262039849696,3.3050104344555336,6.84584692199672,4.6839094704572855,2.7993606609374146,3.263533338849523,3.0160788219497032,ENSGALG00010000052
37.964605257969566,38.96275504277363,3.9886809141876833,65.35553445184689,8.791616404479655,12.880535354428448,1.8680105504839917,4.520971512011113,1.701655856698514,ENSGALG00010000053
37.030855506055055,46.2384715380041,53.927837802640255,44.74698239662717,50.919749458434325,21.434078282748054,41.44299395343293,27.344129335835916,43.60762129910147,ENSGALG00010000054
0.40877716697931726,1.1064221884155145,1.322910547394601,1.010072905965082,1.9950770187276574,73.4966749686739,51.477328245238326,72.44727164348964,58.25437488525731,ENSGALG00010000055
17.286994707605707,17.762652461364915,10.55792410120067,18.53429208267899,11.920003617177086,38.720189894767756,15.613208203596267,32.86903606670437,12.622580404533378,ENSGALG00010000056
0,0.1606599888253731,0.1415440994269154,0.5600105166445161,0,0,0.12867874535067744,0.9625991975334666,0.21350663239591317,ENSGALG00010000057
8.559908147165372,10.239777686760755,9.950891909901365,11.356757110097176,10.454410281450278,3.936837276500332,9.717452596799825,5.670406454593584,10.982614778152843,ENSGALG00010000058
68.3216152486288,47.08825265072556,66.63581658576005,41.5099153325145,84.1401351976705,125.36603141636277,88.85386513450713,148.34723188654647,96.10697930601717,ENSGALG00010000059
171.39994424264268,114.98701058481191,60.98656000504575,105.67589528785862,109.96547925059127,396.6788238520448,38.117278740885716,408.99096613311696,57.836200830229416,ENSGALG00010000060
0.4764861421682782,0.6532183907797063,0.9296476653718395,0.6422068476197743,0.5854499513645263,0.38250505390194595,0.523187655993701,0,0.33387868440513174,ENSGALG00010000061
1.0104971567728722,2.3443505569398444,0.17211762490312912,2.042918364719195,0,1.4871796495707656,0.3129467086928476,1.1705206242006954,0,ENSGALG00010000062
1660.6808241515712,887.1150244509947,199.42474808487557,1166.6024208786428,357.48474722550844,1017.6694076389695,50.026336846332605,1084.701203435981,51.5919616333099,ENSGALG00010000063
8.005699305418881,11.006340642910068,10.757351556445572,17.38398843217625,12.52326920612499,20.509813242319833,22.864944385128826,13.910236291117418,15.99796175135575,ENSGALG00010000069
0.5072776891430082,0.2942207024271893,2.721739550425988,0.341853809357295,1.714028170862408,0.7465761293025932,4.536313360193762,0.8814161326812465,7.0380017618701025,ENSGALG00010000071
63.643387670976615,108.02599137519391,35.55902320047286,107.3215216033682,26.674563409046225,1.7212727425587566,0.2716551290736524,0.5080384653648851,0.3255317172950034,ENSGALG00010000075
8.947110242259807,17.338425994034267,27.000952406678383,13.619455764794631,22.643740493901465,3.098290936605762,5.476567402124832,1.8289384753135867,6.382424931088498,ENSGALG00010000076
0,0,0,0,0,0,0,0,0,ENSGALG00010000078
0,0,0,0,0,0,0,0,0,ENSGALG00010000079
0,0,0,0,0,0,0,0,0,ENSGALG00010000080
216.09618251257703,193.11851716233062,19.07249357034674,399.99482696604053,20.378405198983064,122.92678634965561,11.312600618288744,155.0148934752272,10.8761432632383,ENSGALG00010000081
64.47182380451919,66.39274038208544,13.446689445556963,120.5889312507858,11.114401420435927,240.11754758694656,17.72549717205582,208.04175156692045,19.945077909651555,ENSGALG00010000082
0,0,0,0,0,0,0,0,0,ENSGALG00010000083
51.64043518408375,86.30599673207138,22.52607804554842,104.7650443445741,17.732378334598632,24.362629586985477,7.355585033378896,27.19959783799693,6.1947337445013675,ENSGALG00010000085
32.3877293837459,62.58324487782226,3.048642141502793,98.10235512090601,4.60775184393781,8.529707841667685,1.0690234229133204,7.7007935802677325,0.7883321811541409,ENSGALG00010000084
0,0,0.31717007046031165,0,0.1165146094853234,0,0.19222770804228964,0,0.10631616093097068,ENSGALG00010000088
16.240132876706873,13.954467600832407,1.4599262826604704,73.56938158661387,4.403419991334616,6.860501359627045,1.466937696997723,6.531923126119952,1.5453813392466098,ENSGALG00010000089
0,0,0,0,0,0,0,0,0,ENSGALG00010000091
0,0,0,0,0,0,0,0,0,ENSGALG00010000093
4.55106968521284,4.847016401174088,4.079905773620317,5.237148497840329,3.7469537026332667,8.30388974159825,4.537430550342725,9.15625330245487,4.677171840905668,ENSGALG00010000092
