f1_mus_wt_adult_rpf,m1_mus_wt_adult_rpf,m2_mus_wt_adult_rpf,m3_mus_wt_adult_rpf,gene_id
35.93332445850592,48.76122035838059,56.951864795751675,57.63512908979597,ENSMUSG00000000001
0,0,0,0,ENSMUSG00000000003
0,0,0,0,ENSMUSG00000020875
1.4117505929554985,1.7439911959084402,1.7530386685899402,1.5900926093547365,ENSMUSG00000000028
0,1.5154760522463828,0.34514955471322084,0.9861632048401971,ENSMUSG00000000049
71.2797428417402,51.80941106147945,65.48043745739982,68.69563400024815,ENSMUSG00000000058
49.73538326899558,55.62760691061751,66.99541523942784,56.5065526814847,ENSMUSG00000000078
0.44839123946711573,0.5163618000597554,0.13256880624212344,0.9469408046476893,ENSMUSG00000000093
2.2547673756060678,8.930600275319197,1.4999213506251683,5.379024591903488,ENSMUSG00000000120
0.4535451617598412,7.549565628459872,1.2738795634300597,2.1285004038057895,ENSMUSG00000000125
13.667165377277003,3.646264331148217,7.038737064386264,5.017434331764541,ENSMUSG00000000126
11.411996643692476,15.146612801752823,17.7278285994369,18.790276358891404,ENSMUSG00000000127
365.42379792768105,247.89636061163327,379.4633067231907,291.26300525659644,ENSMUSG00000020152
22.911345913416493,35.179229733103334,22.704902643274647,26.681782481255798,ENSMUSG00000000149
0,0.09103899505185771,0.06427578484466592,0.20405458416650546,ENSMUSG00000000159
230.52029616393614,154.1475857862596,145.5186854203014,144.2451115758071,ENSMUSG00000000171
0,0.06771958033570563,0.09562340122382676,0.07589325210291135,ENSMUSG00000000182
0,0,0,0,ENSMUSG00000000183
85.63318649908152,37.09015823407945,73.8022767005796,81.88612776896679,ENSMUSG00000000184
1.6271517143548944,3.406923216889108,1.9242977235970087,3.245414533225529,ENSMUSG00000035352
262.1937144967056,276.3861805434599,289.80265464234424,291.3288970723757,ENSMUSG00000062661
40.916477260565074,48.826599403340936,42.77104441576131,52.83817913498352,ENSMUSG00000000197
0,0,0,0,ENSMUSG00000000204
0.24357054983398882,0.025499348151099034,0.0360063424361323,0.22861671003839965,ENSMUSG00000000216
37.97502948389167,10.891480975696494,28.244133035163987,26.08293201595997,ENSMUSG00000000247
0,0,0.26716156372458466,0.3533960594105032,ENSMUSG00000000248
116.27395075980404,107.01216381830103,111.20718652859976,104.09500495535416,ENSMUSG00000000253
0.3603509504393259,0.30180050414451454,0.5326965730277107,1.2683529803500253,ENSMUSG00000026535
33.50081067913611,33.19178170362227,18.78821978706751,30.512076576306583,ENSMUSG00000038257
21.28095051133817,19.605503311931745,16.620851321034948,13.857255100821918,ENSMUSG00000000278
19.72921453655309,13.326378511131223,16.70003756441873,14.395806326972787,ENSMUSG00000000282
6.412641159980559,5.803825422427867,4.189382773407707,4.489936303965162,ENSMUSG00000000290
43.264064364421,67.01694672044583,62.534792012528165,76.70380744516783,ENSMUSG00000000296
0.8998501498997991,4.6348917788716015,4.363131155499032,3.4417633097343105,ENSMUSG00000000303
25.782991182427,13.258985559150277,8.163663176446525,12.467937795802788,ENSMUSG00000000305
821.8105909143283,793.8151818728852,782.6759103946166,707.5119805751146,ENSMUSG00000000308
0,0.31844153836661576,0.5495786057489315,0.47583606457671185,ENSMUSG00000000317
0,0.906781697665912,0.5690758511857007,0.4798859904312139,ENSMUSG00000000320
0,0.18359530668791302,0,0,ENSMUSG00000020676
71.66266227204801,83.81458165203918,72.72599157813026,71.69904006468917,ENSMUSG00000000339
13.623541827346136,22.367706101114795,25.44427984733034,21.675751901661823,ENSMUSG00000000340
140.18771074420337,75.22846200125231,80.28564524119258,81.43298811976487,ENSMUSG00000000346
116.10756141051935,139.78566798859032,190.41147158638788,211.36009009791493,ENSMUSG00000000355
2.7212709705590474,1.1395570759939428,0.9654666164943612,0.5108400969133895,ENSMUSG00000000359
26.116370321768123,29.203541229278827,25.9432173213203,23.77284839492826,ENSMUSG00000000374
10.262730431570217,14.745255348791579,13.549364268477479,11.957781640752884,ENSMUSG00000000378
1.1626793097047863,5.294848071330973,2.9218848491818297,1.6028431217609345,ENSMUSG00000000402
0,0.06330872644410794,0,0,ENSMUSG00000000411
0,0,0,0,ENSMUSG00000000435
24.697696436956438,27.471962761125372,31.20455773726579,28.614539413901596,ENSMUSG00000000439
7.5518524541830025,18.855852909359108,9.65659093889994,9.701989998495625,ENSMUSG00000028494
23.60760713775584,14.617010955537692,23.03298028452894,17.647451424887233,ENSMUSG00000000489
2.6601188139172707,3.2026035239661232,2.35942684368004,1.6645351472458758,ENSMUSG00000029730
6.05826385768903,15.355243832079998,11.359673708213958,10.512211994311139,ENSMUSG00000000530
109.45870714305819,36.56646264111473,58.17876753940046,52.13886132003024,ENSMUSG00000000531
122.33697688529308,100.80045934660478,117.41017551390765,114.30560060100659,ENSMUSG00000000532
0,0.3702762487823456,0.03267802506808646,0.02593550912200332,ENSMUSG00000074340
2.0235091832362144,3.283531446533829,1.6452128774663524,1.4838103776530744,ENSMUSG00000000562
51.13812407874562,44.48147090434757,41.76447671851857,35.88779390840789,ENSMUSG00000000567
92.89171844293749,172.83776918666814,166.28179016286347,155.85944206867896,ENSMUSG00000032050
96.58481146252858,190.3910732638238,215.560836227491,306.78997611272405,ENSMUSG00000000581
199.41356628343985,171.54316316823872,139.86721794061455,151.22995369040135,ENSMUSG00000000594
137.78456854717078,121.69391612219098,121.3900312292741,113.08463773749428,ENSMUSG00000000605
29.721933587534526,17.811129103359875,19.93834845881537,18.15721415895887,ENSMUSG00000000627
